HIP,GLon,GLat,Lc,sptype,B-V,VMag,Lum,Cst,Name
62096,300.015058,48.96757566,main-sequence,A,0.07,1.62,19.6,Crv,
62098,302.3309352,-9.58509629,main-sequence,A,0.207,2.73,6.72,Mus,
62101,124.8508334,58.22939008,giants,K,1.183,0.88,65.32,UMa,
62102,252.1337856,87.73008998,giants,A,0.307,2.61,7.47,Com,
62103,298.8766435,61.23347093,giants,G,0.85,1.78,20.7,Vir,HR 4837
62105,301.1496563,27.43089496,main-sequence,F,0.388,1.8,15.87,Cen,
62107,301.245739,25.13884184,main-sequence,G,0.664,5.35,0.72,Cen,
62109,299.9731398,50.81366103,giants,K,1.309,0.26,134.94,Crv,
62110,302.3048677,-8.17538561,giants,F,0.522,1.32,25.9,Mus,
62113,299.8042029,53.05683192,subgiants,F,0.353,2.73,6.88,Vir,
62114,300.9124576,34.1395697,main-sequence,F,0.578,3.16,4.87,Hya,
62118,301.0656994,30.79342054,main-sequence,K,0.819,6.1,0.4,Cen,
62120,300.4136666,44.55015161,giants,K,1.035,0.83,58.33,Crv,
62124,135.094447,82.60570179,giants,G,0.839,5.63,0.59,CVn,
62125,300.106682,49.68867658,subgiants,F,0.309,2.68,7.05,Crv,
62127,301.2077238,27.72395661,main-sequence,G,0.672,4.58,1.35,Cen,
62128,301.2535011,26.49830196,main-sequence,B,-0.06,-0.53,198.52,Cen,HR 4838
62129,205.7270413,88.33254777,main-sequence,F,0.592,3.8,2.75,Com,
62131,300.9476818,34.51926635,giants,K,1.346,-0.05,188.69,Hya,HR 4839
62132,302.6824098,-19.86617973,main-sequence,F,0.561,4.56,1.32,Cha,
62134,301.8161781,9.35001251,main-sequence,F,0.408,3.34,4.12,Cen,
62138,302.1370536,-1.3510132,subgiants,A,0.45,2.55,8.09,Cru,
62141,299.3114797,59.97822954,giants,A,0.185,2.17,11.29,Vir,
62144,301.3432297,25.6125384,main-sequence,K,0.882,3.78,3.36,Cen,
62145,125.5979642,65.33126837,main-sequence,K,0.936,6.15,0.4,CVn,Gliese 483
62154,302.0835202,1.33484273,main-sequence,A,0.261,3.22,4.26,Cru,
62155,301.5223263,20.77245141,main-sequence,F,0.488,2.1,12.5,Cen,
62158,184.0286361,88.21056914,subgiants,G,0.967,1.17,40.01,Com,
62160,299.4213487,59.82213771,main-sequence,K,1.278,7.5,0.16,Vir,
62162,285.1964016,84.62089781,main-sequence,F,0.479,3.61,3.08,Com,
62170,123.2869633,36.50229176,main-sequence,A,0.16,0.55,50.46,Cam,HR 4852
62171,301.9014943,8.51108141,main-sequence,F,0.445,3.66,2.91,Cen,
62172,127.2166612,72.96708813,subgiants,F,0.469,1.38,23.97,CVn,HR 4843
62174,300.6261902,44.3396474,main-sequence,F,0.513,3.19,4.58,Crv,
62175,124.6559534,58.4141132,main-sequence,G,0.662,4.69,1.25,UMa,
62177,127.4711884,73.94098909,giants,K,1.325,0.26,137.95,CVn,
62178,298.6643175,66.34658508,main-sequence,G,0.576,4.74,1.23,Vir,
62179,302.001497,5.57247175,subgiants,A,0.077,1.42,23.62,Cru,
62180,301.0471881,35.94181338,main-sequence,F,0.498,4.38,1.52,Hya,
62183,300.9074076,39.5938795,main-sequence,F,0.552,3.63,3.13,Hya,
62188,293.235494,80.4453495,main-sequence,F,0.498,2.79,6.88,Com,
62189,300.6654153,45.06395069,giants,K,1.379,-0.32,255.13,Crv,
62190,299.8950913,56.65941655,subgiants,G,0.759,4.82,1.17,Vir,
62194,131.9313043,81.36928209,main-sequence,A,-0.031,1.72,22.88,CVn,
62196,301.9205602,10.10300498,main-sequence,F,0.441,3.21,4.41,Cen,
62197,126.7291366,72.17730946,giants,G,0.558,3.57,3.28,CVn,
62199,135.8814829,83.88001552,main-sequence,F,0.477,1.9,15.75,CVn,
62201,127.1411129,73.647024,main-sequence,G,0.626,5.85,0.42,CVn,
62205,302.2548286,-2.45602123,main-sequence,B,0.35,2.27,10.31,Mus,
62207,128.8304687,77.77578294,main-sequence,F,0.557,4.75,1.2,CVn,10 Canum Venaticorum (HR 4845)
62209,302.3533908,-6.16544068,main-sequence,A,0.13,2.37,9.49,Mus,
62211,300.6841991,46.80042459,main-sequence,F,0.398,2.16,12.06,Crv,
62213,201.9764757,88.55706203,giants,K,1.08,1.22,42.95,Com,
62218,188.8767309,88.4598275,main-sequence,G,0.603,3.69,3.03,Com,
62219,302.1406568,2.78625036,giants,K,1.327,0.94,73.59,Cru,
62222,300.6564746,47.94601984,main-sequence,G,0.699,4.46,1.52,Crv,
62229,302.0928634,5.50397582,main-sequence,K,0.937,6.26,0.36,Cru,
62232,301.3007128,34.08620082,subgiants,A,0.186,1.15,28.99,Hya,
62236,301.3525642,33.07114176,main-sequence,A,0.26,2.06,12.45,Hya,
62237,299.1437733,66.35143134,main-sequence,F,0.8,2.67,8.76,Vir,
62239,302.7535439,-20.78799786,main-sequence,G,0.596,3.39,3.97,Oct,
62240,299.0396463,67.18652324,main-sequence,G,0.606,4.33,1.78,Vir,
62241,301.8898411,14.68900665,giants,K,1.15,1.16,49.04,Cen,
62243,302.5026952,-10.93030694,main-sequence,A,0.093,2.37,9.64,Mus,
62246,149.1082069,87.04073773,main-sequence,G,0.575,4.03,2.27,Com,
62248,296.3739976,77.16886109,main-sequence,B,-0.093,0.46,98.23,Com,
62249,296.3830371,77.15910384,main-sequence,F,0.43,3.92,2.28,Com,
62250,300.1349968,57.71258303,giants,K,1.079,3.71,4.29,Vir,
62252,301.8437812,16.99655252,main-sequence,G,0.748,5.36,0.71,Cen,
62254,301.6196211,25.40729341,main-sequence,G,0.681,2.45,9.91,Cen,
62255,300.413684,54.15958847,main-sequence,F,0.485,3.51,3.38,Vir,
62256,145.5846591,86.66534975,main-sequence,F,0.47,4.01,2.27,Com,
62258,300.8242769,47.33913074,main-sequence,G,0.744,3.27,4.82,Crv,
62260,300.1534027,58.0289337,giants,K,1.274,1.23,52.95,Vir,
62261,160.2234096,87.86624203,main-sequence,F,0.364,3.77,2.76,Com,
62262,301.3218457,35.54227917,main-sequence,G,0.89,3.11,6.28,Hya,
62264,301.0503438,42.70451747,main-sequence,A,0.013,0.6,55.49,Crv,
62265,299.5992316,63.82051805,subgiants,G,0.921,3.83,3.33,Vir,
62268,302.2274811,1.88264791,giants,K,1.049,1.86,22.81,Cru,Iota Crucis (HR 4842)
62271,301.6711862,25.03682706,giants,K,1.289,1.82,31.23,Cen,
62277,301.9926955,12.68165089,main-sequence,F,0.445,3.65,3.1,Cen,
62285,301.2186885,41.08500607,giants,K,1.302,0.28,131.88,Crv,
62287,302.6667228,-16.59336057,main-sequence,F,0.5,3.01,5.41,Cha,
62293,302.0521212,11.41149183,main-sequence,G,0.787,3.92,2.73,Cen,
62297,302.1032887,9.24618523,main-sequence,G,0.67,3.56,3.54,Cen,
62304,300.6811284,53.5351742,main-sequence,G,0.654,4.59,1.34,Vir,
62307,299.6871264,65.43094283,main-sequence,F,0.559,3.23,4.85,Vir,
62312,302.1498464,8.25142423,giants,K,1.14,0,141.18,Cen,
62315,301.0190935,48.6685204,main-sequence,F,0.384,3.08,5.08,Crv,
62317,124.2990316,59.43604596,giants,K,1.091,0.87,60,UMa,
62318,299.8276471,65.30477473,main-sequence,A,0.376,1.96,13.69,Vir,
62319,124.3682999,60.39499818,subgiants,K,1.02,2.11,17.83,UMa,
62322,302.449254,-5.24117695,main-sequence,B,-0.178,-2.06,1891.8,Mus,Beta Muscae (HR 4844)
62325,298.8052866,72.37194499,giants,K,0.989,2.38,13.35,Vir,33 Virginis (HR 4849)
62327,302.2293776,6.37606957,main-sequence,B,-0.15,-0.74,428.26,Cru,HR 4848
62329,301.2450204,44.63539995,subgiants,K,0.888,3.12,6.17,Crv,
62333,302.2661483,4.91480518,main-sequence,K,1.096,6.38,0.37,Cru,
62342,302.4432401,-3.95028688,main-sequence,F,0.59,4.01,2.23,Mus,
62344,292.1922775,83.82131223,giants,A,0.226,1.75,16.85,Com,
62345,301.0165152,51.04087296,main-sequence,G,0.695,4.42,1.55,Crv,Gliese 3746
62346,302.1669901,10.58210558,main-sequence,F,0.583,4.13,2,Cen,
62347,300.5649043,58.8300341,main-sequence,F,0.45,3.72,2.75,Vir,
62349,282.377742,86.82014802,main-sequence,F,0.54,3.73,2.83,Com,
62352,301.9320132,22.53746847,main-sequence,G,0.659,4.13,2.06,Cen,
62354,301.2554308,46.32453828,main-sequence,F,0.443,2.89,6.12,Crv,
62356,296.6831735,79.39121327,giants,K,1.346,0.03,175.43,Com,27 Comae Berenices (HR 4851)
62357,128.5718182,80.22739417,main-sequence,F,0.454,2.97,5.89,CVn,
62360,301.811038,29.5461775,giants,K,1.326,0.69,93.36,Cen,HR 4850
62363,125.9876532,73.94881332,giants,F,0.48,2.67,7.49,CVn,
62368,301.9888569,22.56321961,giants,G,1.038,1.32,37.12,Cen,
62371,301.0059567,55.05540508,main-sequence,G,0.703,3.21,4.97,Vir,
62373,302.3856018,2.45974904,giants,G,1.115,1.79,26.23,Cru,
62375,299.4313194,71.90582515,main-sequence,G,1.34,0.32,135.05,Vir,
62376,299.9059067,68.7964038,main-sequence,A,-0.013,-0.78,214.94,Vir,HR 4854
62377,301.9938925,24.0559207,main-sequence,G,0.582,4.05,2.14,Cen,
62378,301.5932834,40.7309007,main-sequence,F,0.515,2.8,6.93,Crv,
62383,301.1284645,53.64214849,giants,K,1.389,1.11,69.12,Vir,
62384,290.4317581,85.38324095,main-sequence,G,0.589,3.66,3.15,Com,
62388,297.8127247,78.42107961,subgiants,G,0.904,0.66,60.61,Com,
62390,302.222074,13.39147142,main-sequence,F,0.541,4.51,1.38,Cen,
62391,302.4209019,1.64407015,main-sequence,F,0.397,3.7,2.9,Cru,
62394,299.0015369,74.79773758,main-sequence,A,0.122,1.51,20.98,Vir,34 Virginis (HR 4855)
62402,123.7405242,54.34063819,main-sequence,A,0.215,1.98,13.59,UMa,HR 4859
62403,302.5162749,-3.36904835,main-sequence,K,0.798,5.73,0.52,Mus,
62406,135.0483174,85.81711271,main-sequence,K,1.274,7.6,0.15,Com,Gliese 485
62408,301.5921046,43.85668767,main-sequence,G,0.674,2.99,5.91,Crv,
62410,302.0801062,23.38347291,main-sequence,G,0.637,4.4,1.59,Cen,
62412,302.1668854,19.13484021,main-sequence,G,0.595,4.51,1.41,Cen,
62413,301.6932875,41.39804611,giants,K,1.047,0.95,52.7,Crv,
62414,302.0819599,24.04326345,giants,F,0.4,2.01,13.19,Cen,
62421,301.1818643,56.55691318,main-sequence,F,0.538,2.05,13.29,Vir,HR 4856
62423,123.5285516,50.33345601,giants,K,1.567,-1.35,1024.45,Dra,7 Draconis (HR 4863)
62428,302.433228,4.57055026,giants,F,0.261,1.5,20.79,Cru,
62429,302.6635606,-10.94290143,giants,K,1.53,0.33,197.92,Mus,
62433,301.5114791,50.28162477,main-sequence,F,0.488,3.32,4.22,Crv,
62434,302.4623563,3.17962957,subgiants,B,-0.238,-3.89,19920.27,Cru,Beta Crucis (Becrux)
62438,296.8781154,81.85343503,main-sequence,F,0.505,4.01,2.26,Com,
62443,300.6970569,66.42893099,giants,M,1.596,0.17,286.32,Vir,35 Virginis (HR 4858)
62445,302.3639337,11.42390108,subgiants,G,0.796,4.02,2.52,Cen,
62447,301.9136908,37.84945569,giants,K,1.045,1.13,44.55,Hya,
62448,301.9116717,38.01298332,main-sequence,B,-0.058,-0.33,164.37,Hya,HR 4857
62450,302.0997182,28.80527683,main-sequence,F,0.311,2.13,11.93,Cen,
62454,292.1431955,85.7407019,main-sequence,K,1.567,8.39,0.13,Com,
62455,123.3384252,46.17894353,giants,K,1.263,1.43,43.57,Dra,
62456,288.3673594,86.8693124,giants,G,0.924,0.91,48.76,Com,
62459,297.3178958,81.67117142,giants,G,0.957,0.96,48.1,Com,
62460,301.7936409,44.77579384,main-sequence,G,0.675,4.83,1.1,Crv,
62466,300.838062,66.31338819,main-sequence,F,-0.1,1.67,32.4,Vir,
62467,302.1716161,27.16350942,main-sequence,G,0.611,3.9,2.51,Cen,
62468,301.1283412,62.50082031,main-sequence,F,0.553,3.64,3.09,Vir,
62472,301.9934578,38.05880342,main-sequence,K,1.149,7.42,0.15,Hya,Gliese 1164 A
62474,302.2401758,24.16510204,main-sequence,G,0.717,4.62,1.37,Cen,
62478,299.6232403,76.40429833,main-sequence,A,0.015,0.98,39.07,Com,28 Comae Berenices (HR 4861)
62479,134.7907983,86.65851376,giants,K,1.115,0.74,68.91,Com,
62481,302.1666091,29.7177138,main-sequence,G,0.639,4.57,1.36,Cen,
62482,302.62414,-4.26131682,giants,A,0.188,2.23,10.72,Mus,
62483,302.3406156,18.14936597,main-sequence,B,-0.018,0.25,82.9,Cen,
62485,302.1615881,30.54234191,giants,K,1.428,0.8,99.29,Cen,
62492,133.2053143,86.29970925,main-sequence,F,0.502,3.87,2.59,Com,
62497,301.7776048,50.33343218,main-sequence,F,0.466,3.11,5.13,Crv,
62499,168.2744338,89.06428125,main-sequence,F,0.555,3.84,2.78,Com,
62500,302.1181886,35.26978197,giants,G,0.947,0.69,60.8,Hya,HR 4860
62504,126.6290812,80.76439627,giants,K,1.16,1.8,27.41,CVn,
62505,301.905692,47.14638941,main-sequence,K,0.946,6.31,0.34,Crv,Gliese 1165
62507,252.4805783,89.1687654,main-sequence,G,0.6,4.11,2.17,Com,
62508,301.9018947,48.44901793,subgiants,K,1.023,3.29,5.98,Crv,
62511,302.2350633,31.45868554,main-sequence,G,0.622,3.55,3.62,Cen,
62512,123.561007,56.80495426,main-sequence,F,0.467,3.94,2.43,UMa,Gliese 9417 (HR 4867)
62516,124.179936,68.65479694,main-sequence,A,0.195,0.56,49.41,CVn,11 Canum Venaticorum (HR 4866)
62523,288.1937411,87.63599884,main-sequence,G,0.703,5.15,0.85,Com,Gliese 486.1 (Lalande 23900)
62527,123.4867909,55.74730019,main-sequence,G,0.633,4.46,1.52,UMa,
62534,302.693993,-5.55486523,main-sequence,G,0.701,5.25,0.77,Mus,
62535,302.361898,25.8270924,main-sequence,G,0.584,3.17,4.83,Cen,
62536,300.5140661,74.95641238,main-sequence,G,0.66,4.21,1.93,Vir,
62538,302.5811738,6.01652761,main-sequence,F,0.454,3.52,3.6,Cru,
62539,302.7667577,-12.45178376,main-sequence,F,0.443,3.52,3.32,Mus,
62541,300.203119,76.98095172,main-sequence,A,0.024,0.28,73.14,Com,29 Comae Berenices (HR 4865)
62543,123.73689,62.8761367,subgiants,A,0.268,1.8,15.74,UMa,
62544,302.3017867,31.66440841,main-sequence,G,0.617,4.89,1.05,Cen,
62549,301.6418873,61.36119869,main-sequence,F,0.49,3.22,4.45,Vir,
62551,301.9213064,53.64673859,giants,K,1.141,0.81,66.51,Vir,
62553,302.213629,39.62984158,giants,K,1.212,1.28,46.69,Hya,
62558,302.7232124,-6.52160204,giants,F,0.56,1.41,24.21,Mus,
62562,302.4771474,20.23536477,subgiants,F,0.536,2.04,13.36,Cen,
62567,301.8278392,59.1675157,main-sequence,F,0.414,3.48,3.55,Vir,
62568,302.2164239,42.26032043,main-sequence,F,0.303,2.68,7.02,Crv,
62575,126.030662,81.79468028,giants,K,1.235,1.02,60.9,CVn,
62576,171.1453034,89.36206011,main-sequence,A,0.051,0.92,38.32,Com,30 Comae Berenices (HR 4869)
62580,302.5103219,22.09477443,giants,K,1.096,0.65,73.26,Cen,
62583,302.3576657,37.57327294,main-sequence,G,0.627,3.43,3.87,Hya,
62590,302.851151,-17.8308927,main-sequence,A,0.2,1.02,32.39,Cha,
62591,302.4906708,28.07895845,subgiants,F,0.471,1.94,14.28,Cen,
62600,123.7392436,68.38537402,giants,K,1.135,0.42,94.81,CVn,
62605,302.1660735,55.98903688,main-sequence,A,0.106,1.55,20.35,Vir,
62606,133.3600984,87.93720585,main-sequence,G,0.614,4.78,1.11,Com,
62607,301.9662814,64.05818522,main-sequence,G,0.686,5.57,0.56,Vir,Gliese 3752 (Wolf 440)
62608,302.7996911,-9.11492882,giants,G,1.154,-0.23,175.15,Mus,HR 4862
62614,275.3070456,89.21409841,giants,K,1.062,0.67,69.54,Com,
62616,299.0371466,84.50043036,subgiants,A,0.249,2.33,9.69,Com,
62618,302.673748,12.54713869,giants,K,1.36,0.43,125.17,Cen,
62620,124.2888849,77.27886643,giants,K,1.01,2.6,11.17,CVn,
62632,302.3119442,55.67291929,main-sequence,G,0.707,3.36,4.16,Vir,
62634,123.894473,74.90768154,subgiants,F,0.49,1.97,14.01,CVn,
62636,302.3453384,55.23798343,main-sequence,F,0.432,3.6,3.24,Vir,
62639,302.5625772,37.02914664,main-sequence,F,0.533,3.85,2.53,Hya,
62641,124.3147724,79.60798809,main-sequence,A,0.17,0.67,44.92,CVn,HR 4875
62642,302.5328653,42.50514962,main-sequence,G,0.635,3.11,5.15,Crv,
62645,302.6947191,18.86820644,subgiants,G,0.678,5.13,0.84,Cen,
62647,302.5134073,45.48798621,main-sequence,K,1.265,7.74,0.13,Crv,Ross 705
62651,302.7936151,0.23008275,giants,K,1.4,-0.29,260.06,Cru,
62653,299.3715565,85.7273616,giants,K,1.002,1.26,38.07,Com,HR 4873
62654,124.4762762,81.3990136,giants,K,1.45,1.94,36.73,CVn,
62655,302.7414963,14.41177887,subgiants,A,0.046,-0.07,97.03,Cen,HR 4871
62657,302.7485375,13.00779563,main-sequence,F,0.502,3.76,2.72,Cen,
62659,302.6096801,38.65347632,main-sequence,G,0.676,4.4,1.62,Hya,
62661,302.6527187,32.29399497,main-sequence,G,0.603,3.95,2.4,Cen,
62662,302.9222647,-25.24926001,main-sequence,F,0.546,3.93,2.37,Oct,
62665,302.7537045,15.64914524,main-sequence,F,0.48,3.73,2.77,Cen,
62668,302.568936,49.83640831,giants,K,1.332,0.1,162.28,Crv,
62669,302.6691334,36.21248778,main-sequence,F,0.377,2.63,7.46,Hya,
62670,302.7497917,21.17504318,main-sequence,F,0.444,3.32,3.98,Cen,
62671,302.8598948,-8.7512773,main-sequence,B,0.117,1.66,18.37,Mus,
62676,302.5847901,52.29952484,main-sequence,F,0.437,3.2,4.46,Vir,
62681,302.8095884,10.95877297,main-sequence,G,0.662,4.22,2.02,Cen,
62683,302.7540612,28.87222255,giants,B,-0.031,-0.53,182.13,Cen,p Centauri (HR 4874)
62684,302.7305004,35.02142146,giants,K,1.035,0.43,84.33,Hya,
62687,302.5517602,62.10405992,main-sequence,M,1.409,8.37,0.1,Vir,Gliese 488
62688,302.5893943,59.16417818,main-sequence,F,0.533,2.7,7.26,Vir,
62691,302.7547309,34.5516307,subgiants,A,0.28,2.41,8.99,Hya,
62695,123.0518516,54.14200906,subgiants,A,0.28,1.36,23.61,UMa,
62698,302.5651996,66.38442616,main-sequence,G,0.686,3.17,5.13,Vir,
62699,302.859928,5.14998745,subgiants,G,0.738,5.32,0.73,Cru,
62703,302.8593047,10.08428829,main-sequence,A,0.127,0.67,45.4,Cen,HR 4872
62706,124.1815153,85.65094731,main-sequence,F,0.434,3.38,3.77,CVn,
62708,302.858261,18.85544411,giants,K,1.08,2.11,18.95,Cen,
62711,302.8823949,7.46286368,main-sequence,B,0.144,2.19,11.16,Cen,
62713,302.8450455,33.6942857,giants,A,0.226,1.14,29.07,Hya,
62715,302.8176377,51.60464708,main-sequence,G,0.649,4.14,2.04,Vir,
62724,302.5314141,82.03290831,giants,F,0.441,3.07,5.03,Com,
62725,302.9081542,-2.04896615,main-sequence,F,0.6,3.68,3.04,Mus,
62728,302.9029047,12.60474195,main-sequence,F,0.47,2.42,9.17,Cen,
62739,123.6972237,88.27012504,main-sequence,G,0.84,5.91,0.46,Com,
62743,302.9093929,52.53353643,giants,K,1.03,0.53,76.88,Vir,HR 4877
62744,302.9226877,14.7692279,main-sequence,K,0.841,5.91,0.47,Cen,
62747,302.9262171,49.38137335,main-sequence,G,0.8,1.25,32.42,Crv,
62750,122.9292362,59.75481267,giants,K,1.062,0.64,71.82,UMa,
62757,303.0404117,65.92845169,giants,K,1.288,-0.29,216.63,Vir,37 Virginis (HR 4878)
62758,304.5583726,88.38002875,main-sequence,K,0.889,6.22,0.36,Com,
62763,114.9514904,89.58346688,giants,G,0.681,0.06,89.49,Com,31 Comae Berenices (HR 4883)
62766,303.0044509,29.52586858,main-sequence,G,0.7,4.34,1.76,Cen,
62768,303.0412832,47.17940506,main-sequence,F,0.47,3.92,2.32,Crv,
62769,303.4837098,82.10021005,giants,G,0.71,3.47,3.96,Com,
62773,303.0338305,31.66977176,supergiants,B,-0.055,-0.34,166.24,Cen,
62775,302.9992564,12.29243026,main-sequence,G,0.807,5.52,0.64,Cen,
62776,303.1674386,62.95663197,main-sequence,F,0.539,4.33,1.68,Vir,
62778,307.0360638,88.54289292,giants,K,1.464,0.61,128.09,Com,
62781,122.8152188,58.46475498,subgiants,F,0.331,2.32,9.79,UMa,
62785,303.0495945,27.78921577,giants,K,1.32,-0.17,206.38,Cen,
62786,303.0389337,23.19125912,main-sequence,B,-0.098,0.22,122.6,Cen,HR 4879
62787,303.0422427,23.62591673,main-sequence,G,0.724,5.21,0.8,Cen,
62788,303.0779368,36.13324833,main-sequence,A,0.232,2.01,12.99,Hya,HR 4881
62789,122.477752,76.88624388,main-sequence,F,0.387,2.65,7.62,CVn,
62792,304.0714348,83.04027162,subgiants,F,0.348,2.5,8.34,Com,
62793,302.9735802,-11.0494435,main-sequence,A,0.3,0.85,37.77,Mus,
62794,307.5632344,88.32306784,main-sequence,K,1.182,7.05,0.22,Com,
62799,303.0447314,14.77731153,main-sequence,A,0.04,0.29,69.43,Cen,HR 4880
62800,303.1229628,36.41035009,main-sequence,G,0.62,4.58,1.33,Hya,
62801,302.9951879,-6.02862414,main-sequence,F,0.498,3.46,3.56,Mus,
62802,122.4488494,74.47395517,subgiants,F,0.459,3.2,4.44,CVn,
62804,303.0922322,23.87682653,main-sequence,G,0.727,4.22,1.99,Cen,
62805,308.4901704,88.23710141,main-sequence,F,0.546,4.14,2.02,Com,
62809,303.038366,6.29768326,main-sequence,G,0.616,5.06,0.92,Cru,
62810,303.2824754,56.7811172,main-sequence,A,0.282,2.83,6.08,Vir,
62817,320.2665489,89.33222229,main-sequence,F,0.484,4.34,1.66,Com,
62819,304.2263127,79.97785805,subgiants,F,0.565,1.46,23.64,Com,
62820,303.0887659,13.27266251,subgiants,B,-0.045,0.96,48,Cen,
62825,304.2159327,78.99173083,main-sequence,A,0.173,1.08,31.54,Com,HR 4886
62836,303.1626978,21.93027026,subgiants,A,0.284,2.65,7.24,Cen,
62841,303.2608855,34.16198447,main-sequence,F,0.574,4.08,2.09,Hya,
62843,303.1966515,21.68658164,main-sequence,F,0.43,2.84,6.6,Cen,
62847,120.4517301,83.38405527,main-sequence,K,1.08,6.56,0.31,CVn,Gliese 9420
62857,349.7378074,89.51318656,main-sequence,F,0.623,4.05,2.19,Com,
62860,305.8567038,82.46757732,main-sequence,F,0.511,3.77,2.78,Com,
62861,303.168637,7.91851532,giants,K,1.309,0.4,118.1,Cen,HR 4885
62865,303.0766587,-7.00885704,main-sequence,F,0.585,3.63,3.18,Mus,
62867,303.2158548,13.92757151,giants,K,1.344,-0.45,273.03,Cen,e Centauri (HR 4888)
62869,122.5192865,58.20616298,subgiants,F,0.438,2.69,7.13,UMa,
62871,303.1400665,1.98954161,main-sequence,G,0.576,4.54,1.43,Cru,
62872,303.5519449,47.9040175,main-sequence,F,0.478,3.57,3.4,Crv,
62874,304.6063973,75.3320279,main-sequence,A,0.144,1.78,16,Vir,
62875,303.7879157,59.31575053,main-sequence,F,0.493,3.54,3.37,Vir,38 Virginis (HR 4891)
62878,303.5437402,46.27747337,giants,K,1.03,2.41,13.59,Crv,
62881,111.0318096,88.09665075,main-sequence,F,0.352,2.25,10.94,Com,
62882,303.5319057,44.34935128,main-sequence,F,0.55,3.5,3.51,Crv,
62883,303.1883483,6.67712753,giants,K,1.172,1.16,50.1,Cru,
62886,307.1490734,84.10154849,giants,G,0.904,0.21,91.45,Com,35 Comae Berenices (HR 4894)
62892,303.4579134,36.17268041,main-sequence,G,0.79,5,1.01,Hya,
62896,303.3455399,22.69132695,main-sequence,A,0.224,0.96,34.34,Cen,n Centauri (HR 4889)
62898,303.8694125,57.86446914,main-sequence,G,0.567,4.32,1.65,Vir,
62903,303.295188,14.98186663,main-sequence,G,0.5,5.01,0.86,Cen,
62904,306.6445145,82.33810784,subgiants,G,0.805,3.16,5.57,Com,
62907,303.3433796,19.79494035,main-sequence,A,0.251,1.87,14.82,Cen,
62915,303.984793,58.64274903,giants,K,1.094,1.5,33.57,Vir,HR 4896
62916,303.1125103,-8.4025092,main-sequence,B,0.038,1.86,16.64,Mus,
62917,304.3617568,67.1034332,giants,K,1.114,1.43,36.63,Vir,
62921,303.7727087,49.2229884,main-sequence,G,0.658,5.25,0.74,Crv,
62922,303.6086265,39.75958146,main-sequence,F,0.494,4.12,2.08,Hya,
62923,303.2368595,5.21380146,main-sequence,G,0.508,3.84,2.51,Cru,
62924,304.301686,65.52869494,main-sequence,F,0.325,2.07,12.3,Vir,
62925,303.5514401,35.46482219,main-sequence,G,0.52,4.21,1.86,Hya,
62927,119.8140677,81.37737647,subgiants,K,1,1.78,23.65,CVn,
62930,306.8995993,81.91093436,giants,K,1.17,0.84,67.22,Com,
62933,305.2288836,75.27959089,giants,A,0.282,2.33,9.66,Vir,41 Virginis (HR 4900)
62934,303.5147398,29.69889699,main-sequence,F,0.425,3.68,2.86,Cen,
62940,122.7107574,42.46658343,main-sequence,F,0.353,2.14,11.58,Dra,
62942,304.6942129,69.62596744,main-sequence,K,0.853,6.11,0.4,Vir,
62944,0.9725641,89.34467738,giants,K,1.262,1.8,30.98,Com,
62945,122.9024704,29.47981726,giants,K,1.425,0.01,204.36,UMi,
