HIP,Longitudine galactică,Latitudine galactică,Nume,Constelație,Tipul Spectral,Clasă de luminozitate,Index B-V(culoare),Magnitudine absolută(VMag),Luminozitate(Lum),Magnitudine aparentă (Vmag),Temperatură efectivă,Radius
70822,319.0579212,11.09630044,,Lupus,A,main-sequence,0.308,2.97,5.68,8.75,7078,1.652
70427,318.2339152,11.08115542,,Lupus,F,main-sequence,0.474,3.47,3.5,9.01,6265,1.218
71018,319.8241758,11.8336006,,Lupus,K,giants,0.947,2.25,14.43,7.18,4990,4.245
70202,318.1528723,12.11125623,,Lupus,G,sub-giants,0.601,4.15,1.98,8.44,6078,1.445
70704,319.084047,11.73974893,,Lupus,G,main-sequence,0.703,3.68,3.18,8.6,5676.7,2.253
70690,319.4308696,12.67171498,,Lupus,B,main-sequence,-0.031,1.14,39.04,7.66,11199,2.447
70829,319.819109,12.9044478,,Lupus,G,main-sequence,0.685,5.35,0.7,8.93,5498.4,0.867
69542,316.7563371,12.06105917,,Centaurus,K,giants,1.237,1.19,51.86,7.76,4594.5,20.914
69797,317.3618121,12.28621628,,Centaurus,F,main-sequence,0.435,5.32,0.63,8.44,6895,1.637
69299,316.1896361,12.02954385,,Centaurus,G,giants,0.917,2.27,13.9,6.61,5018,5.421
69570,316.9382385,12.45596522,,Centaurus,G,main-sequence,0.67,5.48,0.63,8.23,5595.2,0.859
69256,316.453817,13.01124577,,Centaurus,G,main-sequence,0.594,3.74,2.87,7.54,6096,1.588
70441,318.9316616,12.77874729,,Lupus,A,main-sequence,0.079,2.25,11,7.45,9394,1.624
70238,318.5633749,12.96344551,,Lupus,F,main-sequence,0.558,3.62,3.15,8.37,6129,2.17
70697,319.7769386,13.49063399,,Lupus,A,main-sequence,0.009,1.72,20.26,7.22,10101,1.667
70303,318.8653197,13.3523796,,Lupus,B,main-sequence,-0.014,2.24,13.28,8.36,10394,2.125
70219,318.7559285,13.59981261,,Lupus,K,main-sequence,0.794,5.13,0.94,9.23,5251.6,1.112
70362,319.3594714,14.24083228,,Lupus,A,main-sequence,0.26,1.91,14.32,8.1,7674,2.051
67742,312.6761692,10.78919766,Gliese 531,Centaurus,K,main-sequence,0.891,6.21,0.36,7.37,5025.9,0.748
68207,313.987932,12.42273632,,Centaurus,G,giants,1.057,0.76,63.37,7,4796.7,11.364
67497,312.4143931,11.55220239,,Centaurus,F,main-sequence,0.377,3.26,4.3,8.4,6903,1.536
67915,313.394154,12.27463583,,Centaurus,F,main-sequence,0.465,2.82,6.35,8.35,6576,2.671
67893,313.5064247,12.88333618,,Centaurus,A,main-sequence,0.188,1.27,25.84,7.17,8191,2.564
68454,314.3417614,11.80138525,,Centaurus,A,main-sequence,0.288,2.31,10.08,8.26,7281,1.911
68265,314.243946,12.92925522,,Centaurus,F,sub-giants,0.481,2.2,11.34,7.14,6376,3
68117,313.9862525,13.08893248,,Centaurus,F,sub-giants,0.495,2.88,6.1,8.68,6418,2.388
67928,313.7085646,13.4091213,,Centaurus,F,main-sequence,0.363,2.62,7.78,7.17,6973.7,1.696
67794,313.4689607,13.4410319,,Centaurus,G,main-sequence,0.66,4.8,1.13,9.2,5693.6,0.978
67639,313.1444879,13.38319508,,Centaurus,G,giants,0.8,3,6.51,7.37,5266,2.693
67645,313.1495607,13.37631157,,Centaurus,F,main-sequence,0.487,3.08,5.01,7.47,6189,1.727
67125,312.0212598,13.12433649,,Centaurus,F,main-sequence,0.54,2.93,6.17,6.76,6171.9,2.12
67256,312.47034,13.80890098,,Centaurus,A,main-sequence,0.378,2.38,9.99,8.21,6697.9,3.015
67468,313.0362004,14.3586831,,Centaurus,F,main-sequence,0.481,3.09,4.99,8.976,6238,1.16
67468,313.0362004,14.3586831,,Centaurus,F,main-sequence,0.481,3.09,4.99,7.78,6402,1.538
67975,314.066419,14.39586826,,Centaurus,A,main-sequence,0.099,1.09,31.4,7.43,9088,2.351
68257,314.7272838,14.68095601,,Centaurus,F,main-sequence,0.505,3.52,3.55,8.38,6425,1.869
68414,315.2007895,15.09724671,,Centaurus,A,main-sequence,0.24,1.61,18.87,6.57,7762,2.108
68079,314.387181,14.83058627,HR 5239,Centaurus,K,giants,1.14,0.88,62.64,5.82,4692,10.465
67863,313.995822,14.98514369,,Centaurus,G,main-sequence,0.605,5.15,0.79,9.02,5678.3,0.99
68323,315.1853051,15.78551171,,Centaurus,F,main-sequence,0.508,3,5.7,7.38,6158.5,1.786
69287,316.774312,13.81218575,,Centaurus,F,sub-giants,0.375,1.76,16.44,8.789,6776,1.518
69489,317.526855,14.54291299,,Centaurus,A,main-sequence,0.221,2.01,13.37,7.43,7628,2.036
69202,316.8302085,14.46946784,,Centaurus,G,main-sequence,0.572,4.58,1.37,8.19,5995.6,0.977
69351,317.252946,14.82397391,,Centaurus,F,sub-giants,0.341,2.15,11.5,8.45,7258,1.676
69901,318.3570737,14.34674303,,Lupus,K,main-sequence,0.92,5.75,0.57,8.93,5069,0.768
70104,319.0089046,14.87993908,HR 5364,Lupus,F,main-sequence,0.31,1.59,19.24,4.78,7123,2.948
70227,319.3522599,15.09134983,,Lupus,G,main-sequence,0.628,4.89,1.01,9.36,5906,1.045
70147,319.3330321,15.48570101,,Lupus,F,main-sequence,0.47,2.15,12.52,8.06,6352.4,3.059
69671,318.2039084,15.35980616,Gliese 540.3 (HR 5325),Centaurus,G,main-sequence,0.596,4.68,1.21,6.31,5923,0.989
69604,318.1421879,15.66640515,,Centaurus,K,giants,1.344,2.26,22.67,8.66,4508,8.218
68991,316.5936995,15.24385007,,Centaurus,G,main-sequence,0.7,5.1,0.87,9.04,5615,0.935
69220,317.2783395,15.67491662,,Centaurus,G,main-sequence,0.69,4.88,1.06,8.29,5698,1.049
69176,317.3570357,16.30464399,,Centaurus,F,main-sequence,0.519,4.28,1.68,9.28,6297,1.529
68846,316.5616967,16.11617957,,Centaurus,G,main-sequence,0.692,4.08,2.18,9.36,5752.4,1.254
68867,316.6434719,16.18476402,,Centaurus,A,main-sequence,0.023,1.05,35.88,7.24,9922,1.889
69795,319.2048731,17.28709571,,Centaurus,F,main-sequence,0.613,3.07,5.37,8.51,5983,2.142
69113,317.5159268,17.19758037,HR 5294,Centaurus,B,main-sequence,-0.056,0.17,104.16,6.19,10495,3.189
69645,318.8960843,17.45387533,,Centaurus,G,main-sequence,0.665,4.89,1.03,9.41,5742.9,0.995
71382,320.8845885,12.38471957,,Lupus,G,giants,0.933,-0.12,127.33,6.78,5179,13.356
71639,321.5183431,12.36278245,HR 5457,Lupus,F,main-sequence,0.508,3.34,4.1,6.06,6281.1,1.596
71219,320.7094864,12.84122239,,Lupus,G,giants,0.928,1.27,35.16,7.2,5216,12.346
70924,319.9299515,12.63530652,,Lupus,K,main-sequence,1.185,7.46,0.17,10.15,4411,0.693
71419,321.1977324,12.87334814,HR 5444,Lupus,K,giants,1.489,-1.09,637.97,5.55,4185,44.864
71271,320.8874981,12.94077558,,Lupus,A,main-sequence,0.053,1.42,24.27,7.61,9919,1.558
71346,321.1611911,13.16768115,,Lupus,F,main-sequence,0.8,2.45,10.79,8.15,6485,2.027
71570,321.6638383,13.08011758,,Lupus,K,giants,1.167,0.84,66.52,6.83,4658,9.938
71369,321.364263,13.48706981,,Lupus,G,main-sequence,0.576,3.51,3.52,7.95,6050,1.627
71719,322.1267265,13.2330382,,Lupus,F,main-sequence,0.568,3.79,2.76,8.12,6121.5,1.208
72192,323.3657115,13.41255085,,Lupus,A,main-sequence,0.053,1.1,32.5,6.91,10046,1.742
72106,323.2986723,13.66931407,,Lupus,G,giants,0.929,1.41,30.92,7.52,5123,8.454
72065,323.1870394,13.6743845,,Lupus,F,main-sequence,0.539,3.46,3.62,8.99,6254,1.631
70849,319.9681356,13.14563135,Gliese 9482,Lupus,K,main-sequence,1.427,8.5,0.08,10.421,3935,0.633
70724,319.9185147,13.70511343,,Lupus,G,main-sequence,0.676,4.77,1.16,8.85,5725,1.019
70915,320.5538518,14.14630904,HR 5412,Lupus,B,main-sequence,-0.087,-0.31,187.82,5.51,10990,3.233
71023,321.0189834,14.5764715,,Lupus,F,main-sequence,0.394,2.51,8.3,8.94,6954,1.426
70465,319.696812,14.60741886,,Lupus,B,main-sequence,0.028,0.94,39.59,7.9,9763,2.08
70558,320.0429998,14.88478121,,Lupus,F,main-sequence,0.394,3.46,3.47,9.06,7022,1.634
70716,320.5383203,15.22382337,,Lupus,A,main-sequence,0.122,1.63,18.73,6.99,8926,1.837
70976,321.2916285,15.4447338,,Lupus,G,main-sequence,0.584,4.38,1.58,8.72,6042,1.164
70918,321.1371668,15.49026841,,Lupus,A,main-sequence,0.126,1.13,29.76,6.91,8467,2.324
71258,321.6774465,14.79087262,,Lupus,F,main-sequence,0.454,2.64,7.45,8.52,6723,1.777
71285,321.8471902,15.01816484,,Lupus,K,giants,1.144,2.45,14.67,8.33,4730,5.825
71659,322.6398468,14.65029896,,Lupus,F,main-sequence,0.459,3.1,4.88,8.73,6606,1.8
71617,322.9886381,15.65043731,,Lupus,K,giants,0.972,1.14,41.32,7.61,5150,10.166
71321,322.1119344,15.42347607,,Lupus,A,main-sequence,0.26,2.67,7.37,7.84,7381,1.909
71520,322.7338424,15.64097112,,Lupus,G,giants,0.958,0.46,76.29,6.51,5039,11.097
71368,322.5291829,16.03295991,,Lupus,F,main-sequence,0.504,3.6,3.14,8.09,6373,1.272
72742,324.8925903,13.84038872,,Lupus,K,main-sequence,0.913,6.07,0.43,8.7,4991.3,0.829
72514,324.4887585,14.14890539,,Lupus,A,sub-giants,0.3,3.22,4.29,8.65,7572,1.54
72627,325.145445,14.83439241,,Lupus,A,main-sequence,0.129,1.44,22.33,6.84,8636,2.71
72338,324.223509,14.4634437,HR 5509,Lupus,G,giants,1.068,-0.45,195.77,6.3,4930,20.091
73147,326.3200242,14.64035873,,Centaurus,A,main-sequence,0.086,2.31,10.3,8.14,9134,1.716
73168,326.5277171,14.89960888,,Centaurus,K,giants,1.164,0.79,69.21,7,4740,11.416
72986,326.5203963,15.78304856,,Centaurus,F,main-sequence,0.506,4.07,2.1,7.15,6316.5,1.221
71640,323.5174037,16.57291667,,Centaurus,G,main-sequence,0.652,4.6,1.34,8.9,5832,0.974
71818,324.1606549,16.89397394,,Centaurus,G,main-sequence,0.566,4.16,1.93,9.02,6087,1.134
71637,323.7710224,17.1228085,,Centaurus,G,sub-giants,0.744,5.07,0.93,9.74,5609,0.966
71986,324.6648156,17.07677578,,Centaurus,F,main-sequence,0.453,2.14,12.33,8,6331.2,3.558
72398,325.5139764,16.68103002,,Centaurus,F,main-sequence,0.49,3.34,4.14,7.66,6354,1.848
72362,325.9664711,17.68490563,,Centaurus,A,main-sequence,0.013,1.18,32.48,6.92,9720,2.379
72413,326.508448,18.42925166,,Centaurus,A,sub-giants,0.214,2.36,9.48,8.19,7923,2.4
70451,320.0156313,15.44575216,,Lupus,K,giants,1.047,0.43,84.92,6.43,4863,10.61
70833,321.1557902,16.0265309,,Lupus,F,main-sequence,0.423,3.47,3.46,8.82,6996,2.56
70163,319.7386706,16.43023859,,Lupus,G,main-sequence,0.725,4,2.44,8.15,5350,1.853
70580,321.055628,17.19307655,HR 5398,Centaurus,K,giants,1.215,1.38,42.75,6.33,4624,10.775
71036,321.7154509,16.09728836,,Lupus,F,main-sequence,0.501,2.83,6.64,7.86,6291.1,2.17
71140,322.2183041,16.63293914,,Centaurus,A,sub-giants,0.281,2.26,10.34,7.78,7636,2.185
71239,322.5555549,16.82593317,HR 5431,Centaurus,A,sub-giants,0.078,-0.37,122.5,6.59,9398,8.435
71123,322.5233848,17.44694866,,Centaurus,F,main-sequence,0.499,3.73,2.78,9.15,6478,1.638
70966,322.5050222,18.21421501,HR 5417,Centaurus,K,giants,1.441,-0.8,448.93,6.39,4305,32.996
70998,322.6379858,18.3659285,,Centaurus,A,main-sequence,0.151,1.75,16.69,7.48,8434,2.087
70054,319.6885847,16.90746172,HR 5362,Lupus,G,giants,0.907,0.3,84.14,5.55,5076,12.841
70120,320.0457394,17.45643106,,Centaurus,A,main-sequence,0.136,1.62,18.84,7.19,8315,2.218
69871,319.4488339,17.4910396,,Lupus,B,main-sequence,-0.038,-0.21,135.19,7.03,10680,3.493
70149,320.3774741,18.10432894,,Centaurus,A,main-sequence,0.325,3.63,2.96,8.87,7206,1.594
70392,321.0945297,18.34293125,,Centaurus,A,sub-giants,0.254,1.24,26.52,7.82,7978,4.967
70455,321.3965285,18.74775533,,Centaurus,B,main-sequence,-0.053,0.91,52.64,6.97,11910,2.207
70636,321.9307452,18.88918856,,Centaurus,A,main-sequence,0.209,1.92,14.13,8.06,8263,2.176
70988,322.7410017,18.61727056,,Centaurus,G,giants,0.963,1.27,36.22,6.75,5074,7.984
70675,322.1256308,19.137745,,Centaurus,F,main-sequence,0.486,3.49,3.45,9.05,6456,1.491
70170,320.9126026,19.31625192,Gliese 545.1,Centaurus,K,main-sequence,1.107,6.8,0.26,9.03,4691,0.749
70289,321.4889507,19.93055728,,Centaurus,K,giants,1.42,-0.47,319.55,6.83,4390,25.832
70626,322.1401052,19.41318308,HR 5400,Centaurus,B,main-sequence,-0.088,0.53,87.07,6.36,11535,2.354
70627,322.2325956,19.62260285,,Centaurus,G,main-sequence,0.653,4.75,1.17,9.48,5890,1.025
71708,324.1364908,17.45503436,,Centaurus,A,main-sequence,0.205,2.46,8.65,8.29,8116,1.483
71724,324.2005914,17.49140532,,Centaurus,B,main-sequence,-0.069,0.69,67.49,6.65,11656,2.329
71590,324.2828412,18.46023009,,Centaurus,F,sub-giants,0.633,2.07,13.71,8.19,6045,3.329
71672,324.6502061,18.70162445,,Centaurus,K,giants,1.071,1.03,50.7,7.47,4842,11.016
71429,324.0432336,18.93287692,HR 5446,Centaurus,K,giants,1.048,0.42,85.88,6.13,4873,16.203
72296,326.6236808,19.20345827,HR 5508,Centaurus,K,giants,1.336,-0.02,181.49,5.9,4325,22.029
71581,324.7581949,19.5053703,HR 5456,Centaurus,K,giants,1.422,-0.66,379.71,6.04,4271,30.038
71609,324.9412986,19.68931491,,Centaurus,F,main-sequence,0.527,3.77,2.7,9.36,6244,1.179
72045,326.1571635,19.58819288,,Centaurus,G,main-sequence,0.73,4.65,1.31,9.11,5699.4,1.102
72155,326.4920362,19.64123131,,Centaurus,G,sub-giants,0.609,4.44,1.51,8.37,6180,1.022
71296,324.1899933,19.96125431,,Centaurus,G,sub-giants,0.802,4.11,2.33,8.76,5508,1.62
70987,323.3785293,20.00944957,HR 5419,Centaurus,K,giants,1.06,1.07,48.18,5.99,4855,10.29
71103,324.0665698,20.87570781,,Centaurus,G,main-sequence,0.569,4.37,1.62,8.53,6071.6,1.12
71558,325.0141862,20.11381806,,Centaurus,G,main-sequence,0.67,4.9,1.03,9.38,5848,1.237
71809,326.2064282,20.97128042,,Centaurus,F,main-sequence,0.521,3.99,2.32,8.29,6223.2,1.244
71302,324.7591512,21.10487624,,Centaurus,G,main-sequence,0.728,4.95,0.99,9.77,5709.4,0.888
66876,311.8296178,14.74004248,,Centaurus,F,main-sequence,0.589,3.25,4.48,8.09,6224.1,2
67066,312.2283607,14.691954,,Centaurus,G,giants,0.969,1.09,43.11,7.14,4971,9.473
67386,312.9743138,14.77918236,,Centaurus,K,giants,0.996,0.86,54.61,7.12,5013,8.132
67200,312.7005355,15.46262435,,Centaurus,A,main-sequence,0.119,1.76,16.73,7.54,8639,2.417
67305,313.0122493,15.7050682,,Centaurus,G,main-sequence,0.633,3.24,4.67,8.55,5817,1.572
68194,314.9421205,15.91733821,,Centaurus,F,main-sequence,0.517,4.02,2.15,8.26,6198,1.185
68000,314.7821716,16.80575936,,Centaurus,G,main-sequence,0.59,3.68,3.04,8.09,6047.4,1.487
67870,314.6925793,17.49927224,,Centaurus,F,main-sequence,0.515,3.74,2.87,8.72,6367,1.408
66782,311.8870392,15.97599477,,Centaurus,K,giants,1.024,1.25,39.27,6.7,4893,7.187
66802,312.0669941,16.48620889,,Centaurus,K,giants,1.265,0.83,75.29,6.89,4497,12.759
66867,312.1957542,16.51005705,,Centaurus,F,main-sequence,0.43,2.84,6.49,8.31,6671,1.693
67001,312.482455,16.4600733,,Centaurus,F,sub-giants,0.354,1.83,15.39,7.28,7225,2.233
66566,311.7429936,17.54516679,,Centaurus,A,main-sequence,0.101,2.04,12.99,7.53,9087,1.662
66722,312.1325089,17.66102609,,Centaurus,A,main-sequence,0.053,1.16,30.72,6.57,9094,2.363
66733,312.1604597,17.72583831,,Centaurus,G,giants,0.98,1.18,40.1,7.93,4985,11.248
67175,313.2991984,18.23233824,,Centaurus,G,main-sequence,0.685,4.91,1.01,8.72,5864,0.913
67303,313.7071427,18.61300403,,Centaurus,F,main-sequence,0.482,3.34,3.95,8.53,6278,1.395
67717,314.7142307,18.85706118,,Centaurus,F,main-sequence,0.506,2.8,6.58,8.69,6318,2.186
67751,314.8378225,18.96563584,,Centaurus,K,giants,1.158,0.95,59.08,7.18,4493,16.164
68475,315.9004118,16.91179992,,Centaurus,A,main-sequence,0.166,0.77,40.96,6.7,8144,2.801
68701,316.5099147,17.1882096,,Centaurus,G,giants,0.878,3,6.86,8.47,5184,3.193
68872,317.149098,17.70722698,HR 5286,Centaurus,G,giants,0.986,0.6,68.81,6.18,4985,10.639
68351,315.7405195,17.47017213,,Centaurus,G,giants,0.925,1.26,35.46,7.94,5110,7.965
69552,319.0316785,18.37982279,,Centaurus,G,sub-giants,0.779,3.24,5.09,8.66,5421,2.784
69598,319.1361252,18.39911283,HR 5318,Centaurus,G,giants,0.929,-0.06,119.8,5.61,5145,12.803
68736,317.1820069,19.03700304,,Centaurus,F,main-sequence,0.49,3.25,4.56,7,6339.7,1.624
69154,318.5544125,19.87867007,,Centaurus,F,main-sequence,0.488,3.56,3.23,9.11,6578,1.332
67940,315.234825,18.93702209,,Centaurus,F,main-sequence,0.452,2.9,5.88,8.42,6583,2.056
67817,315.2040734,19.75284755,,Centaurus,A,sub-giants,0.353,1.81,15.66,7.85,6931,2.723
68782,317.4416762,19.51203417,,Centaurus,F,main-sequence,0.398,2.85,6.35,8.67,7183,1.351
68999,318.3260518,20.33968613,,Centaurus,F,main-sequence,0.541,3.96,2.3,8.8,6183,1.619
68920,318.2394665,20.71324696,,Centaurus,G,main-sequence,0.592,3.71,2.94,8.78,5958,1.484
68493,317.1178268,20.71703228,HR 5259,Centaurus,K,giants,1.265,-0.41,236.51,6.12,4472,26.601
68329,316.7424024,20.92191315,,Centaurus,F,main-sequence,0.403,2.69,7.26,7.92,6935.3,1.917
68772,317.8523236,20.84103062,,Centaurus,K,main-sequence,1.086,7.22,0.17,9.88,4553,0.691
68532,317.4464934,21.44292565,,Centaurus,A,sub-giants,0.172,2.54,8.05,7.54,8205,1.569
66427,311.5190305,17.96589393,HR 5118,Centaurus,G,giants,0.936,0.45,75.62,5.96,5131,9.606
67024,312.9777629,18.39997834,,Centaurus,A,main-sequence,-0.007,-0.66,185.19,7.09,10220,5.15
66908,312.7687686,18.70429879,,Centaurus,A,main-sequence,0.18,2.05,12.59,7.28,8087,1.574
66139,310.9789932,18.79095674,,Centaurus,F,main-sequence,0.469,3.63,3.17,6.65,6459.4,1.391
66494,311.9864231,19.53943271,,Centaurus,A,main-sequence,0.1,1.37,24.23,7.82,9134,1.96
67121,313.4128395,19.20988032,,Centaurus,G,main-sequence,0.67,4.7,1.26,8.56,5709.8,1.209
67334,314.0563817,19.65183589,,Centaurus,F,main-sequence,0.52,3.22,4.5,8.95,6420,1.575
66924,313.2029513,20.44182378,HR 5155,Centaurus,K,giants,1.019,0.75,61.42,5.96,4823,11.312
67259,314.0208425,20.22460044,,Centaurus,G,main-sequence,0.66,4.02,2.31,9.19,5815,1.403
67424,314.5466187,20.6879586,,Centaurus,G,giants,0.892,3.23,5.66,8.79,5089,3.965
66204,311.2122875,19.30564439,,Centaurus,K,giants,1.258,1.86,28.9,8.12,4606,11.688
66276,311.4216281,19.53589215,,Centaurus,G,main-sequence,0.799,3.63,3.61,9.29,5101,2.765
65955,310.7446767,19.80038761,,Centaurus,K,giants,0.962,0.78,57.38,6.56,4978,11.702
65964,310.9212358,20.6643066,,Centaurus,K,giants,1.061,0.64,71.76,7.54,4825,16.037
66447,312.2020644,21.14699827,,Centaurus,A,sub-giants,0.191,2.15,11.45,7.57,8230,1.559
66812,312.9256214,20.33484359,,Centaurus,F,main-sequence,0.422,3.04,5.15,9.04,6788,1.894
66813,313.1414976,21.26355338,,Centaurus,G,main-sequence,0.595,4.42,1.54,9.18,5995,1.18
66871,313.2961347,21.40498722,,Centaurus,F,main-sequence,0.287,1.82,16.11,8.49,7253,1.928
66656,312.883536,21.88361452,HR 5136,Centaurus,K,giants,1.301,-0.3,224.49,5.61,4427,23.241
66645,312.9232988,22.18638933,HR 5135,Centaurus,M,giants,1.597,-1.11,936.15,6.29,3475,124.124
67831,315.3984029,20.33950897,,Centaurus,K,sub-giants,1.04,3.92,3.43,9.48,4928,3.016
67438,314.6662871,21.03378177,,Centaurus,F,main-sequence,0.383,3.16,4.53,6.95,6757,1.548
67537,315.0336159,21.58314649,HR 5198,Centaurus,K,giants,0.992,1.18,40.66,6.43,5017,8.312
67564,315.2352784,22.0315576,,Centaurus,G,main-sequence,0.611,3.84,2.65,9.05,6075,1.4
68464,317.7338062,22.81226436,,Centaurus,F,main-sequence,0.463,3.85,2.45,8.73,5988.1,1.661
68073,316.572878,22.48567362,,Centaurus,F,main-sequence,0.451,2.09,12.35,7.61,6667,2.835
68114,316.7677313,22.79246834,,Centaurus,K,giants,1.254,0.66,87.16,6.97,4557,18.687
68319,317.4861184,23.35433117,,Centaurus,K,giants,1.366,1.18,62.86,7.69,4409,19.413
67348,314.7411415,22.17185994,,Centaurus,G,main-sequence,0.663,4.93,0.99,9.48,5740,1.252
67272,314.8399969,23.37716702,,Centaurus,F,main-sequence,0.532,3.66,3,8.69,6146,1.392
67712,315.7752979,22.72807949,,Centaurus,F,main-sequence,0.463,3.1,4.9,8.44,6560,1.513
67941,316.4879484,23.2697979,,Centaurus,G,main-sequence,0.675,5.09,0.86,8.88,5892.9,0.95
67575,315.60565,23.26896867,,Centaurus,F,main-sequence,0.466,3.08,5.12,7.94,6681.5,1.732
67629,315.9365194,23.9595245,,Centaurus,K,giants,1.077,0.62,73.6,7.59,4866,10.796
67389,315.4284703,24.35098113,,Centaurus,F,main-sequence,0.434,3.49,3.63,6.73,6674.6,1.403
67730,316.3116763,24.44510757,,Centaurus,M,giants,1.523,0.59,151.13,7.84,3917,37.924
67682,316.2545158,24.67844449,,Centaurus,G,main-sequence,0.644,4.56,1.39,8.53,5592,1.296
67648,316.2393652,24.87899607,HR 5208,Centaurus,F,main-sequence,0.484,2.53,8.66,6.34,6311.6,2.551
69429,319.1514144,19.45797229,,Centaurus,B,main-sequence,-0.012,-0.34,142.31,6.75,10074,3.998
69964,320.6025297,19.83576589,,Centaurus,G,main-sequence,0.712,5.64,0.56,9.34,5454.7,0.817
69967,320.6518572,19.9333507,,Centaurus,F,main-sequence,0.635,4.33,1.7,9.28,5930,1.062
69495,319.6259782,20.28554477,,Centaurus,K,main-sequence,0.877,5.32,0.81,9.69,5099,0.79
69392,319.4192252,20.51592729,,Centaurus,F,main-sequence,0.528,3.48,3.53,8.6,6218,1.539
69646,319.8576327,20.00052224,,Centaurus,F,sub-giants,0.378,2.88,5.86,7.53,6906,1.649
69553,319.9753803,20.88703048,,Centaurus,F,main-sequence,0.552,3.48,3.57,9.13,6358,1.747
69991,320.8616937,20.32047311,,Centaurus,G,main-sequence,0.747,5.66,0.56,9.75,5337.9,0.867
70096,321.6010295,21.39979844,,Centaurus,F,main-sequence,0.558,4.12,2.1,8.76,6040.9,1.145
70090,321.7207346,21.71336396,Psi Centauri (HR 5367),Centaurus,B,main-sequence,-0.03,-0.45,162.85,4.05,10139,3.518
69162,319.3082646,21.94562875,,Centaurus,A,sub-giants,0.155,1.91,14.37,7.89,8485,1.606
69026,319.2759034,22.84143971,,Centaurus,G,main-sequence,0.67,4.6,1.36,9.43,5830,1.553
69812,321.0421454,21.88623972,,Centaurus,F,sub-giants,0.415,2.43,8.98,8.39,6581,1.744
69660,320.6701543,22.00323793,,Centaurus,G,main-sequence,0.61,4.01,2.32,8.76,5840.4,1.252
69948,321.596329,22.35335448,,Centaurus,A,sub-giants,0.283,1.56,19.69,8.02,7649,1.751
69995,321.8341501,22.61926701,HR 5357,Centaurus,A,main-sequence,0.082,1.6,19.81,5.93,8851,1.763
69200,319.9350593,23.26844484,,Centaurus,A,giants,0.345,3.14,4.62,7.87,7394,1.436
69508,320.8338463,23.37212689,,Centaurus,F,main-sequence,0.372,3.07,5.2,7.28,6956.6,1.478
70763,323.2907971,21.25144173,,Centaurus,G,sub-giants,0.86,2.34,12.47,8.72,5205,7.334
70629,323.0453877,21.43852537,,Centaurus,G,main-sequence,0.653,5.33,0.68,9.99,5765,0.859
70483,322.7782354,21.79201648,,Centaurus,A,main-sequence,0.114,1.5,21.33,6.7,8389,2.038
70280,322.45123,22.23661694,,Centaurus,F,main-sequence,0.505,4.12,1.94,9.14,6508,1.447
71358,325.5692289,22.41501103,,Centaurus,G,main-sequence,0.724,4.48,1.51,9.29,5694.2,1.582
71136,325.1777758,22.92145624,,Centaurus,G,main-sequence,0.638,4.16,1.99,9.08,5991,1.54
71289,325.5725593,22.82624746,,Centaurus,F,main-sequence,0.491,2.59,8.19,7.32,6370.1,2.03
70693,324.1215431,23.44003332,,Centaurus,F,main-sequence,0.571,2.07,13.57,6.89,6018.4,3.133
71020,324.973564,23.19941618,,Centaurus,F,main-sequence,0.397,3.38,3.74,8.84,6830,1.521
71151,325.5987221,23.65743753,,Centaurus,F,main-sequence,0.605,2.94,6.03,8.69,5902,1.096
70993,325.2135929,23.83681715,,Centaurus,A,main-sequence,0.058,0.79,43.29,7.77,9230,2.137
70102,322.6379359,23.78367844,,Centaurus,K,main-sequence,0.87,3.75,3.43,8.3,5014,2.591
70243,323.3284837,24.45943851,HR 5376,Centaurus,B,main-sequence,-0.088,-2.48,1394.03,5.57,11995,6.496
70713,324.2522205,23.59886379,,Centaurus,F,main-sequence,0.574,3.15,5.05,8.2,5955.6,2.217
70628,324.9379729,25.51575406,,Centaurus,G,main-sequence,0.665,4.24,1.88,9.55,5779,1.68
